# t delta
169.500000 -0.212867
508.500000 -0.054144
847.500000 -0.038739
1186.500000 -0.029685
1525.500000 -0.024448
1864.500000 -0.020389
2203.500000 -0.017820
2542.500000 -0.014832
2881.500000 -0.011178
3220.500000 -0.014646
3559.500000 -0.011206
3898.500000 -0.009593
4237.500000 -0.009703
4576.500000 -0.010023
4915.500000 -0.009921
5254.500000 -0.007156
5593.500000 -0.007550
5932.500000 -0.008211
6271.500000 -0.007537
6610.500000 -0.007445
6949.500000 -0.006261
7288.500000 -0.005447
7627.500000 -0.002961
7966.500000 -0.004572
8305.500000 -0.007349
8644.500000 -0.006998
8983.500000 -0.006650
9322.500000 -0.004891
9661.500000 -0.007009
10000.500000 -0.006885
10339.500000 -0.006012
10678.500000 -0.004758
11017.500000 -0.003257
11356.500000 -0.003429
11695.500000 -0.003027
12034.500000 -0.001202
12373.500000 -0.001722
12712.500000 -0.003819
13051.500000 -0.004592
13390.500000 -0.002222
13729.500000 -0.001271
14068.500000 -0.002440
14407.500000 -0.000413
14746.500000 -0.003204
15085.500000 -0.003083
15424.500000 -0.000878
15763.500000 -0.001087
16102.500000 -0.002996
16441.500000 -0.002154
16780.500000 -0.001694
17119.500000 -0.001868
17458.500000 -0.005805
17797.500000 -0.005197
18136.500000 -0.004974
18475.500000 -0.003879
18814.500000 -0.005007
19153.500000 -0.004749
19492.500000 -0.003140
19831.500000 -0.003569
20170.500000 -0.004647
20509.500000 -0.005535
20848.500000 -0.003781
21187.500000 -0.004214
21526.500000 -0.004697
21865.500000 -0.003551
22204.500000 -0.002326
22543.500000 -0.003208
22882.500000 -0.006511
23221.500000 -0.007127
23560.500000 -0.003836
23899.500000 -0.003293
24238.500000 -0.005038
24577.500000 -0.005089
24916.500000 -0.002372
25255.500000 -0.003490
25594.500000 -0.004244
25933.500000 -0.005694
26272.500000 -0.005177
26611.500000 -0.005313
26950.500000 -0.001387
27289.500000 -0.002846
27628.500000 -0.002901
27967.500000 -0.001864
28306.500000 -0.001321
28645.500000 -0.000785
28984.500000 -0.001832
29323.500000 -0.000105
29662.500000 -0.004156
30001.500000 -0.001695
30340.500000 -0.003945
30679.500000 -0.002131
31018.500000 -0.004762
31357.500000 -0.001692
31696.500000 -0.001834
32035.500000 -0.001978
32374.500000 0.002944
32713.500000 -0.001723
33052.500000 -0.001325
33391.500000 -0.003058
33730.500000 0.002422
34069.500000 0.002262
34408.500000 0.000608
34747.500000 -0.000729
35086.500000 -0.000789
35425.500000 -0.003222
35764.500000 -0.002088
36103.500000 -0.000654
36442.500000 -0.002938
36781.500000 -0.000627
37120.500000 -0.000080
37459.500000 -0.004686
37798.500000 -0.002307
38137.500000 -0.001997
38476.500000 -0.001186
38815.500000 -0.001768
39154.500000 -0.003351
39493.500000 -0.002045
39832.500000 -0.003640
40171.500000 -0.000606
40510.500000 0.000905
40849.500000 -0.001939
41188.500000 -0.000011
41527.500000 -0.004252
41866.500000 0.002309
42205.500000 -0.000286
42544.500000 0.001270
42883.500000 -0.002473
43222.500000 -0.001991
43561.500000 -0.002538
43900.500000 -0.001362
44239.500000 -0.004043
44578.500000 -0.000425
44917.500000 0.000884
45256.500000 0.001182
45595.500000 0.002176
45934.500000 0.000961
46273.500000 -0.002489
46612.500000 0.001704
46951.500000 0.001396
47290.500000 -0.000269
47629.500000 0.000345
47968.500000 -0.000871
48307.500000 -0.000648
48646.500000 0.000396
48985.500000 -0.004984
49324.500000 -0.000998
49663.500000 -0.000953
50002.500000 -0.001419
50341.500000 -0.002629
50680.500000 -0.002161
51019.500000 -0.002074
51358.500000 -0.004357
51697.500000 -0.003170
52036.500000 -0.003864
52375.500000 -0.001433
52714.500000 -0.002337
53053.500000 -0.001644
53392.500000 0.001485
53731.500000 0.002802
54070.500000 0.002216
54409.500000 0.004177
54748.500000 0.001882
55087.500000 0.001617
55426.500000 0.002344
55765.500000 -0.000480
56104.500000 -0.002575
56443.500000 -0.001653
56782.500000 0.000951
57121.500000 0.001817
57460.500000 -0.000314
57799.500000 0.002482
58138.500000 0.002193
58477.500000 0.002579
58816.500000 0.002261
59155.500000 0.001387
59494.500000 0.000730
59833.500000 0.001346
60172.500000 0.000721
60511.500000 0.003024
60850.500000 -0.000581
61189.500000 0.000519
61528.500000 -0.000677
61867.500000 -0.000288
62206.500000 -0.004895
62545.500000 0.000562
62884.500000 -0.003368
63223.500000 0.001024
63562.500000 0.000374
63901.500000 0.000477
64240.500000 0.000753
64579.500000 0.001255
64918.500000 -0.000517
65257.500000 0.001510
65596.500000 0.000110
65935.500000 0.000414
66274.500000 0.001203
66613.500000 -0.000476
66952.500000 0.000513
67291.500000 0.002852
67630.500000 -0.000449
67969.500000 -0.001703
68308.500000 0.001762
68647.500000 0.000339
68986.500000 0.002667
69325.500000 0.000275
69664.500000 -0.000522
70003.500000 0.001168
70342.500000 0.002242
70681.500000 0.000992
71020.500000 -0.001115
71359.500000 -0.003734
71698.500000 0.001029
72037.500000 0.001634
72376.500000 -0.000444
72715.500000 -0.000989
73054.500000 -0.001716
73393.500000 -0.000509
73732.500000 -0.000309
74071.500000 0.003608
74410.500000 -0.001220
74749.500000 -0.000108
75088.500000 0.003770
75427.500000 -0.001214
75766.500000 0.001653
76105.500000 0.001340
76444.500000 0.000172
76783.500000 0.000980
77122.500000 -0.001047
77461.500000 -0.002807
77800.500000 0.001573
78139.500000 0.000408
78478.500000 0.000666
78817.500000 -0.000740
79156.500000 0.000795
79495.500000 0.000108
79834.500000 -0.001917
80173.500000 0.002336
80512.500000 -0.000103
